App,Category,Rating,Reviews,Size,Installs,Type,Price,Content Rating,Genres,Last Updated,Current Ver,Android Ver
TEKKEN™,GAME,4.2,147791,38,"5,000,000+",Free,0,Teen,Action,26-Jul-18,1.3,5.0 and up
LifePoint Church - FL,LIFESTYLE,NaN,1,7.6,50+,Free,0,Everyone,Lifestyle,9-Dec-15,1.1,4.0.3 and up
TN Patta Citta & EC,BOOKS_AND_REFERENCE,3.8,48,1.5,"10,000+",Free,0,Everyone,Books & Reference,27-Mar-18,1,3.0 and up
World of Warriors: Duel,GAME,4.3,25952,36,"500,000+",Free,0,Everyone 10+,Action,7-Sep-15,1.1.2,2.3 and up
Pacify Exceed (Android P) - Theme for Xperia™,PERSONALIZATION,NaN,5,1.9,10+,Paid,$1.49,Everyone,Personalization,2-Jul-18,1.2.A.Exceed.Paid,6.0 and up
EC-Contractors,HOUSE_AND_HOME,NaN,0,6,1+,Free,0,Everyone,House & Home,25-Apr-18,14.01,4.0.3 and up
EP Research Service,BOOKS_AND_REFERENCE,4.7,14,27,"1,000+",Free,0,Everyone,Books & Reference,5-Mar-18,1.9,4.1 and up
"Chispa, the Dating App for Latino, Latina Singles",DATING,4.2,4195,24,"100,000+",Free,0,Mature 17+,Dating,25-Jul-18,1.6.1,4.4 and up
Lollipop Keyboard L Pro,PERSONALIZATION,3.6,5525,2.6,"500,000+",Free,0,Everyone,Personalization,6-Jun-16,1.6,2.3 and up
Gayvox - Gay Lesbian Bi Dating,SOCIAL,3.4,3640,9.1,"500,000+",Free,0,Mature 17+,Social,13-Jun-16,3.1.9,2.3 and up
Bita and the Animals - Pelos Ares,FAMILY,4.4,1160,37,"100,000+",Free,0,Everyone,Education;Music & Video,22-May-13,1,2.2 and up
Standoff 2,GAME,4.5,299046,47,"10,000,000+",Free,0,Mature 17+,Action,12-Jul-18,0.9.5,4.1 and up
B R Telco FCU Mobile Banking,FINANCE,4.7,413,13,"10,000+",Free,0,Everyone,Finance,30-May-18,5.9.1.0,5.0 and up
Droidbug BusyBox Advance PRO,TOOLS,4.5,2,3.3,100+,Paid,$3.99,Everyone,Tools,19-Jul-18,1.4,4.0.3 and up
Equestria Amino for MLP,SOCIAL,4.8,8369,63,"50,000+",Free,0,Teen,Social,13-Jul-18,1.8.19106,4.0.3 and up
J.ME Fly,FAMILY,3.9,28,98,"1,000+",Free,0,Everyone,Entertainment,31-May-18,0.4.4,4.4 and up
FoothillsVet,MEDICAL,5,2,29,50+,Free,0,Everyone,Medical,11-Jul-18,300000.1.11,4.0.3 and up
Real City Car Driver,GAME,3.7,413609,22,"10,000,000+",Free,0,Mature 17+,Racing,1-Aug-18,2.8,4.1 and up
Teladoc Member,MEDICAL,4,2094,23,"500,000+",Free,0,Everyone,Medical,26-Jul-18,3.19,4.3 and up
DN Snacks,BUSINESS,NaN,0,7.6,1+,Free,0,Everyone,Business,9-Apr-18,1.0.0,4.0 and up
Saiyan Z: Super SSJ Ultimate Combat,GAME,4.4,306,61,"10,000+",Free,0,Everyone,Adventure,18-Apr-18,2.0.2,4.0 and up
OurTime Dating for Singles 50+,DATING,3.4,2519,5,"100,000+",Free,0,Mature 17+,Dating,25-Jul-18,1.9.7,4.4 and up
EP Cloud,PRODUCTIVITY,NaN,9,2.3,10+,Free,0,Everyone,Productivity,26-Jul-18,2.2.2,4.1 and up
"Wallpapers HD, 4K Backgrounds",PERSONALIZATION,4.7,273994,12,"10,000,000+",Free,0,Everyone,Personalization,23-Jul-18,2.3.27,4.4 and up
FH Dortmund FB4,FAMILY,NaN,40,9.9,"1,000+",Free,0,Everyone,Education,22-May-18,1.2.0,4.0.3 and up
BN Pro White HD Text,LIBRARIES_AND_DEMO,4.1,120,0.782,"10,000+",Free,0,Everyone,Libraries & Demo,5-Feb-17,2.3.2,1.6 and up
Wish - Shopping Made Fun,SHOPPING,4.5,6211039,15,"100,000,000+",Free,0,Everyone,Shopping,3-Aug-18,4.20.5,4.1 and up
Sudy – Meet Elite & Rich Single,DATING,4.1,17268,40,"500,000+",Free,0,Mature 17+,Dating,25-Jun-18,4.1.2,4.0.3 and up
N-Com Wizard,COMMUNICATION,3.3,960,3.8,"50,000+",Free,0,Everyone,Communication,21-Sep-17,2.1.2,2.3.3 and up
BC's Pizza,LIFESTYLE,4.7,113,20,"1,000+",Free,0,Everyone,Lifestyle,30-Sep-16,3.0.0,4.0 and up
DV Web Design Tips,PRODUCTIVITY,NaN,1,5.1,10+,Free,0,Teen,Productivity,26-Oct-17,1.0.0,4.1 and up
Sword of Chaos - Lame du Chaos,GAME,4.5,23599,96,"100,000+",Free,0,Teen,Action,1-Jun-18,11.0.2,4.0 and up
Cinemark Theatres,ENTERTAINMENT,4.1,21867,39,"1,000,000+",Free,0,Teen,Entertainment,12-Jul-18,2.19.0,5.0 and up
AE Angry Chef,GAME,4.1,533,39,"10,000+",Free,0,Everyone 10+,Action,24-Jan-14,1,2.1 and up
MHD F-Series,AUTO_AND_VEHICLES,4.9,73,23,"1,000+",Free,0,Everyone,Auto & Vehicles,5-Jun-18,version 0.994,3.2 and up
Smash Hit,GAME,4.5,4147718,79,"100,000,000+",Free,0,Everyone,Arcade,26-Nov-15,1.4.0,2.3 and up
Motorola Alert,TOOLS,4.2,24199,3.9,"50,000,000+",Free,0,Everyone,Tools,21-Nov-14,1.02.53,4.4 and up
Thai Sic Bo,GAME,4.1,14283,4.2,"1,000,000+",Free,0,Teen,Casino,1-Oct-17,1.1.2,4.0 and up
Huji Cam,PHOTOGRAPHY,4.4,40289,19,"5,000,000+",Free,0,Everyone,Photography,11-Jul-18,2.2,5.0 and up
Dream League Soccer 2018,SPORTS,4.6,9873470,74,"100,000,000+",Free,0,Everyone,Sports,16-Jul-18,5.064,4.4 and up
Cnady Selfie : You Can Dy Snap Camera,PERSONALIZATION,NaN,8,20,"1,000+",Free,0,Everyone,Personalization,6-Jan-18,2.6,4.1 and up
Zombie Death Shooter,GAME,3.8,17372,45,"1,000,000+",Free,0,Mature 17+,Arcade,8-Aug-15,1.3,2.3 and up
"Priceline Hotel Deals, Rental Cars & Flights",TRAVEL_AND_LOCAL,4.4,48930,15,"5,000,000+",Free,0,Everyone,Travel & Local,26-Jul-18,4.38.176,4.4 and up
Sprig by CO-OP,FINANCE,2.9,252,18,"10,000+",Free,0,Everyone,Finance,11-Oct-17,1.4.1033,4.1 and up
TO-FU Oh!SUSHI,FAMILY,4.1,59917,92,"5,000,000+",Free,0,Everyone,Education;Pretend Play,31-Jul-18,2.3,4.4 and up
AfterFocus,PHOTOGRAPHY,4.2,165224,15,"10,000,000+",Free,0,Everyone,Photography,8-Jul-16,2.1.0,4.0.3 and up
My Talking Angela,GAME,4.5,9881908,99,"100,000,000+",Free,0,Everyone,Casual,3-Jul-18,3.7.2.51,4.1 and up
"BigOven Recipes, Meal Planner, Grocery List & More",FOOD_AND_DRINK,4.3,31986,76,"1,000,000+",Free,0,Teen,Food & Drink,23-Nov-17,5.7.23,5.0 and up
Heavy Bus Simulator,FAMILY,4.4,252006,26,"5,000,000+",Free,0,Everyone,Simulation,15-Mar-18,1.084,2.3 and up
FOX,ENTERTAINMENT,3.7,197774,44,"10,000,000+",Free,0,Mature 17+,Entertainment,25-Jun-18,6.6.1,4.4 and up
SYFY,FAMILY,3.2,3069,18,"500,000+",Free,0,Teen,Entertainment,24-May-18,3.3.1.41,4.4 and up
LivingSocial - Local Deals,SHOPPING,4.1,28523,29,"5,000,000+",Free,0,Everyone,Shopping,3-Aug-18,18.10.157066,4.4 and up
ei Calc,TOOLS,5,2,19,10+,Free,0,Everyone,Tools,12-Oct-15,1.2.2,2.3 and up
Calculate My IQ,FAMILY,NaN,44,7.2,"10,000+",Free,0,Everyone,Entertainment,3-Apr-17,NaN,2.3 and up
VUE: video editor & camcorder,VIDEO_PLAYERS,4.4,38630,89,"1,000,000+",Free,0,Everyone,Video Players & Editors,5-Aug-18,2.1.6,4.4 and up
Google Ads,BUSINESS,4.3,29313,20,"5,000,000+",Free,0,Everyone,Business,30-Jul-18,1.12.0,4.0.3 and up
Sniper Gun Shot 3D: Impossible Missions,GAME,4.6,20,34,100+,Free,0,Mature 17+,Action,4-May-18,1,4.0 and up
Poker Pro.Fr,GAME,4.2,5442,17,"100,000+",Free,0,Teen,Card,22-May-18,4.1.3,2.3 and up
Verdad o Reto,SOCIAL,3.8,826,5.1,"500,000+",Free,0,Teen,Social,10-May-18,2,4.1 and up
BURST Professionals,MEDICAL,4.5,11,25,"1,000+",Free,0,Everyone,Medical,17-Jan-18,1.0.7,4.2 and up
AE Roundy POP,FAMILY,4.4,5262,26,"100,000+",Free,0,Everyone,Casual,23-Mar-16,1.1.2,2.3 and up
BJ Bridge Pro 2018,GAME,4.4,17,4.8,500+,Paid,$4.49,Everyone,Card,21-May-18,6.2-pro,4.0 and up
Babbel – Learn Languages,EDUCATION,4.3,266948,21,"10,000,000+",Free,0,Everyone,Education,30-Jul-18,20.7.2,4.4 and up
The Escapists,GAME,4.4,7412,84,"100,000+",Paid,$4.99,Teen,Strategy,26-Apr-18,1.1.0,2.3 and up
Ecobank Mobile Banking,FINANCE,4,12073,42,"1,000,000+",Free,0,Everyone,Finance,25-May-18,3.3,4.2 and up
[adult swim],FAMILY,3.6,21433,21,"1,000,000+",Free,0,Mature 17+,Entertainment,29-May-18,3.0.1805181047,5.0 and up
BF Browser by Betfilter - Stop Gambling Today!,COMMUNICATION,3,39,4.6,"10,000+",Free,0,Everyone,Communication,4-Sep-17,1.4,4.0.3 and up
BF Frontline City,GAME,4.1,29798,80,"1,000,000+",Free,0,Mature 17+,Action,6-Mar-17,5.1.7,2.3 and up
KineMaster – Pro Video Editor,VIDEO_PLAYERS,4.5,1013867,32,"50,000,000+",Free,0,Everyone,Video Players & Editors,3-Aug-18,4.5.0.10701.GP,4.1 and up
The Noise-O-Meter,FAMILY,4,1699,72,"100,000+",Free,0,Everyone,Entertainment;Music & Video,18-Oct-17,1.0.1.24,4.3 and up
BookBaby - Baby Development,PARENTING,4.6,1002,5,"50,000+",Free,0,Everyone,Parenting,18-Aug-16,3,4.0.3 and up
CJ Wilson's ZoomZoomnation,PRODUCTIVITY,4,4,8.2,500+,Free,0,Everyone,Productivity,11-Jul-18,3.5.3,4.0.3 and up
Peppa Pig: Party Time,FAMILY,3.8,52,55,"10,000+",Paid,$2.99,Everyone,Educational;Pretend Play,8-Aug-17,1.2.1,2.3 and up
BI Mobile,FINANCE,4.4,337,3.3,"10,000+",Free,0,Everyone,Finance,15-Mar-18,1,4.0.3 and up
The Vikings,GAME,4.4,15806,42,"1,000,000+",Free,0,Teen,Arcade,6-Jun-18,1.0.7,4.1 and up
EP RSS Reader,COMMUNICATION,3.8,4,0.892,100+,Free,0,Everyone,Communication,16-Jul-18,0.99,4.0.3 and up
Udemy - Online Courses,EDUCATION,4.5,99020,18,"1,000,000+",Free,0,Everyone,Education,2-Aug-18,5.0.4,5.0 and up
Axe Champion,GAME,4.4,21,15,"5,000+",Free,0,Everyone,Arcade,28-May-18,0.1,4.1 and up
FG Mobile,FAMILY,3.3,130,13,"5,000+",Free,0,Everyone,Education,21-Dec-17,2.0.0,4.0 and up
Rized ‼️ Color By Number & Pixel Coloring Book,FAMILY,3,1279,13,"100,000+",Free,0,Everyone,Casual,13-Jun-18,1.1.7,4.3 and up
Open Camera,PHOTOGRAPHY,4.3,116880,2,"10,000,000+",Free,0,Everyone,Photography,23-Apr-18,1.43.3,4.0.3 and up
Instant Buttons: The Best Soundboard,FAMILY,4.5,157322,9.2,"5,000,000+",Free,0,Teen,Entertainment,5-Jan-18,1.0.15,4.1 and up
Fields of Battle,GAME,4.1,71476,50,"1,000,000+",Free,0,Everyone 10+,Action,21-Apr-18,2.14,4.0 and up
4 Paws PH,MEDICAL,NaN,1,29,5+,Free,0,Everyone,Medical,25-Jul-18,300000.1.11,4.0.3 and up
Fr Agnel Ambarnath,FAMILY,4.2,117,13,"5,000+",Free,0,Everyone,Education,13-Jun-18,2.0.20,4.0.3 and up
Pro App for Craigslist,SHOPPING,4.1,5618,4.6,"500,000+",Free,0,Teen,Shopping,9-May-18,Copyright,4.1 and up
EB Demo for Android,FAMILY,NaN,0,13,10+,Free,0,Teen,Entertainment,17-May-17,1,4.1 and up
Ambient CX,BUSINESS,NaN,0,7.5,5+,Free,0,Everyone,Business,9-May-17,1,2.3.3 and up
"JEFIT Workout Tracker, Weight Lifting, Gym Log App",HEALTH_AND_FITNESS,4.5,60096,27,"5,000,000+",Free,0,Teen,Health & Fitness,7-Apr-18,10,4.0.3 and up
Goody.ba,FAMILY,4.7,303,42,"10,000+",Free,0,Everyone,Entertainment,22-Jul-18,2.0.5,4.1 and up
Discovery Church Florida,LIFESTYLE,4.7,40,8,"1,000+",Free,0,Teen,Lifestyle,25-Jun-18,3.8.0,4.1 and up
"AP Biology Prep: Practice Tests, Flashcards",FAMILY,4.6,87,5.4,"10,000+",Free,0,Everyone,Education,3-Jul-18,1.6.7.1,4.1 and up
Beautiful Widgets Pro,PERSONALIZATION,4.2,97890,14,"1,000,000+",Paid,$2.49,Everyone,Personalization,24-Aug-16,5.7.8,2.3 and up
EC Calgary,FAMILY,5,6,8.1,100+,Free,0,Teen,Education,26-Jun-18,3.8.0,4.1 and up
ZAK DW,BUSINESS,NaN,0,3,10+,Free,0,Teen,Business,13-Nov-15,1,4.1 and up
DENVER ACTION CAM 3,PHOTOGRAPHY,2.9,66,8.9,"10,000+",Free,0,Everyone,Photography,16-Nov-16,1.0.2,2.2 and up
Z Ringtones PREMIUM 2018,PERSONALIZATION,4.5,10158,3.6,"500,000+",Free,0,Everyone,Personalization,1-Mar-18,1.5,4.0.3 and up
Experience BA,TRAVEL_AND_LOCAL,NaN,6,17,100+,Free,0,Everyone,Travel & Local,27-Jun-18,2.2.0,4.1 and up
Notepad,PRODUCTIVITY,4.2,80581,2.5,"10,000,000+",Free,0,Everyone,Productivity,16-Oct-16,2.4,2.3 and up
P Icon Pack for Pixel,PERSONALIZATION,4.4,38,51,"1,000+",Free,0,Everyone,Personalization,6-May-18,1.0.3,4.1 and up
Block Buddy,MEDICAL,4,15,5,"1,000+",Paid,$14.99,Everyone,Medical,1-Aug-18,7.6.14,4.0 and up
Little Teddy Bear Colouring Book Game,ART_AND_DESIGN,4.2,85,8,"100,000+",Free,0,Everyone,Art & Design,17-Dec-17,2.0.0,4.1 and up
sABN,BUSINESS,4.4,2287,1.5,"1,000,000+",Free,0,Everyone,Business,26-Mar-18,4.9,2.2 and up
"Meet, chat & date. Free dating app - Chocolate app",DATING,3.9,8661,9.5,"1,000,000+",Free,0,Mature 17+,Dating,3-Apr-18,0.1.11,4.0 and up
Easy DIY CD Craft Ideas,ART_AND_DESIGN,NaN,7,5.6,"5,000+",Free,0,Everyone,Art & Design,30-May-18,1,2.3 and up
EY Expenses,FINANCE,NaN,0,10,"1,000+",Free,0,Everyone,Finance,9-Jul-18,1.1,4.1 and up
CT Abdomen,FAMILY,4.3,7,62,"1,000+",Free,0,Everyone,Education,21-Feb-17,1,4.4 and up
Neuvaines et prières au Coeur Sacré de Jésus,LIFESTYLE,NaN,17,3.7,"5,000+",Free,0,Everyone,Lifestyle,5-Sep-17,1.1,4.0 and up
daskal.eu,FAMILY,5,5,15,50+,Free,0,Everyone,Education,6-Oct-17,2.3.3,4.4 and up
Financial Calculator BA Chien.,FINANCE,4.2,23,0.954,500+,Paid,$3.99,Everyone,Finance,14-Dec-16,1.9.10,3.0 and up
dB Sound Level Meter,TOOLS,3.9,203,2.3,"10,000+",Free,0,Everyone,Tools,3-Mar-17,1.08,3.0 and up
CJ Fitness,HEALTH_AND_FITNESS,2.4,221,43,"10,000+",Free,0,Everyone,Health & Fitness,14-Feb-18,4.3.0,4.1 and up
Ríos de Fe,LIFESTYLE,5,141,15,"1,000+",Free,0,Everyone,Lifestyle,24-Mar-18,1.8,4.1 and up
SpongeBob Diner Dash,FAMILY,4,576210,48,"50,000,000+",Free,0,Everyone,Casual,22-Aug-13,3.25.3,2.3.3 and up
Oracle BI Mobile,BUSINESS,4,282,7.7,"10,000+",Free,0,Everyone,Business,1-Aug-18,20.0.0.0,6.0 and up
Airplane Fly Hawaii,FAMILY,4.1,83427,16,"1,000,000+",Free,0,Everyone,Simulation,30-Jan-15,2.6,4.1 and up
Siren Ringtones,PERSONALIZATION,4.2,42190,11,"5,000,000+",Free,0,Teen,Personalization,8-Jul-18,Varies with device,Varies with device
Partymasters - Fun Idle Game,GAME,4.6,541144,63,"10,000,000+",Free,0,Teen,Arcade,12-Jul-18,1.2.5,5.0 and up
Anthem BC Anywhere,MEDICAL,2.6,496,24,"100,000+",Free,0,Everyone,Medical,27-Jul-18,8.0.226,4.4 and up
Huntington Mobile,FINANCE,4.2,11264,24,"1,000,000+",Free,0,Everyone,Finance,26-Jun-18,5.2.203,4.2 and up
San Andreas City : Auto Theft Car gangster,GAME,3.9,923,67,"100,000+",Free,0,Teen,Action,17-Jul-18,1.4,4.1 and up
"NerdWallet: Personal Finance, Credit Score & Cash",FINANCE,4.6,2417,28,"100,000+",Free,0,Everyone,Finance,3-Aug-18,3.5.0,4.4 and up
CP RACING 2 FREE,FAMILY,4,4607,19,"100,000+",Free,0,Everyone,Simulation,12-Mar-18,3,4.0 and up
Volvo CE Insider,BUSINESS,4.2,45,24,"1,000+",Free,0,Everyone,Business,16-Mar-18,1.15.5,4.0.3 and up
Fingerprint Quick Action,TOOLS,4.2,8484,1.7,"1,000,000+",Free,0,Everyone,Tools,22-Jul-18,0.15.2,6.0 and up
The Grand Bike V,FAMILY,3.8,3478,95,"1,000,000+",Free,0,Everyone,Simulation,24-Feb-18,4,4.1 and up
Ek-yatri: Travel where you Belong,TRAVEL_AND_LOCAL,NaN,0,29,1+,Free,0,Everyone,Travel & Local,1-Aug-18,1.0.0,4.4 and up
CG Vidhansabha Chunav 2018,NEWS_AND_MAGAZINES,NaN,0,3.4,100+,Free,0,Teen,News & Magazines,12-Apr-18,8.1,4.0.3 and up
Oracle CX Cloud Mobile,BUSINESS,4.4,48,54,"5,000+",Free,0,Everyone,Business,7-Jul-18,11.13.18.05.07.03,4.4 and up
3D Bowling,SPORTS,4.1,1076243,13,"100,000,000+",Free,0,Everyone,Sports,18-Jan-18,3.1,2.0.1 and up
Vivid Seats – Event Tickets,EVENTS,4.6,8232,53,"1,000,000+",Free,0,Everyone,Events,31-Jul-18,Varies with device,5.0 and up
Wemep - Special price representative (special / shopping / shopping app / coupon / shipping),SHOPPING,4.5,178497,9.1,"10,000,000+",Free,0,Everyone,Shopping,2-Aug-18,4.33.0,4.0.3 and up
BU Study,FAMILY,5,7,5.6,10+,Free,0,Everyone,Education,7-Dec-17,1,4.0.3 and up
Weather Crave,WEATHER,4.2,133338,44,"5,000,000+",Free,0,Everyone,Weather,26-Jun-18,6.1.3,4.1 and up
B,FINANCE,3.7,800,32,"50,000+",Free,0,Everyone,Finance,21-Jun-18,2.16.5426,4.4 and up
Dragon Ball Wallpaper - Ringtones,COMICS,4.7,73,8.3,"10,000+",Free,0,Everyone,Comics,23-Jul-18,1.9,4.0.3 and up
Ebenezer AH,MEDICAL,4,4,27,500+,Free,0,Everyone,Medical,5-May-17,300000.0.79,4.0.3 and up
Plants vs. Zombies™ 2,FAMILY,4.4,567632,15,"10,000,000+",Free,0,Everyone 10+,Casual,12-Jun-18,6.8.1,4.1 and up
Yeled EI,FAMILY,NaN,0,15,100+,Free,0,Everyone,Education,26-Apr-18,0.62,4.1 and up
Thai Handwriting,EDUCATION,4.3,3168,19,"1,000,000+",Free,0,Everyone,Education,26-Oct-17,3.1,4.4 and up
CG Freelancer,NEWS_AND_MAGAZINES,4.7,10,2.3,"1,000+",Free,0,Everyone,News & Magazines,30-Jul-14,2.0.1,4.1 and up
ES Holo Theme for Pro,PRODUCTIVITY,4.2,4737,1.7,"500,000+",Free,0,Everyone,Productivity,26-Nov-15,2.0.3,2.0 and up
My magenta,COMMUNICATION,3.9,42370,37,"1,000,000+",Free,0,Everyone,Communication,25-Jun-18,7.5.1,5.0 and up
CJmall,SHOPPING,3.6,18252,10,"10,000,000+",Free,0,Everyone,Shopping,6-Aug-18,6.3.8,4.1 and up
Blender BG - Photo Blend With Background,PHOTOGRAPHY,NaN,0,7.8,100+,Free,0,Everyone,Photography,20-Sep-17,1,4.2 and up
Caprock Santa Fe Credit Union,FINANCE,NaN,0,2.9,100+,Free,0,Everyone,Finance,23-Mar-18,3.0.6,4.1 and up
Fr. Daoud Lamei,FAMILY,5,22,8.6,"1,000+",Free,0,Teen,Education,27-Jun-18,3.8.0,4.1 and up
Download Manager Pro FREE,PRODUCTIVITY,3.8,637,7.2,"100,000+",Free,0,Everyone,Productivity,31-Oct-17,2.5,4.1 and up
My C Spire,PRODUCTIVITY,4.1,376,32,"50,000+",Free,0,Everyone,Productivity,23-Jul-18,2.15.1,4.4 and up
Anna.K Tarot,FAMILY,4.8,17,23,100+,Paid,$3.99,Mature 17+,Entertainment,16-Jan-17,1.4.4,4.0.3 and up
The Home Depot,SHOPPING,4.3,44071,56,"5,000,000+",Free,0,Everyone,Shopping,19-Jul-18,5.1,4.4 and up
Barista Coffee Dictionary A-Z,LIFESTYLE,4.3,127,5.5,"10,000+",Free,0,Everyone,Lifestyle,3-Jun-16,3.0.0,4.1 and up
Themes Volvo FH 16 Trucks,PERSONALIZATION,NaN,38,16,"10,000+",Free,0,Teen,Personalization,17-Jun-16,1,2.3.3 and up
UC Browser - Fast Download Private & Secure,COMMUNICATION,4.5,17714850,40,"500,000,000+",Free,0,Teen,Communication,2-Aug-18,12.8.5.1121,4.0 and up
Fists For Fighting (Fx3),SPORTS,3.9,138739,44,"10,000,000+",Free,0,Teen,Sports,7-Jul-18,1.998,4.1 and up
No.Draw - Colors by Number 2018,FAMILY,4.5,235906,13,"10,000,000+",Free,0,Everyone,Entertainment;Brain Games,29-Jul-18,1.2.0,4.1 and up
EU Mobile Money Partenaire Commercial,FINANCE,4.3,70,3.9,"10,000+",Free,0,Everyone,Finance,14-May-18,1.3,4.0.3 and up
WAH AH,MEDICAL,NaN,0,29,100+,Free,0,Everyone,Medical,3-May-17,300000.0.80,4.0.3 and up
Be Like Bro - Compilation,FAMILY,4.4,146,3.9,"10,000+",Free,0,Teen,Entertainment,30-Mar-18,2.4,4.1 and up
EY EMEIA Diversity & Inclusion,BUSINESS,NaN,4,12,500+,Free,0,Everyone,Business,25-Nov-16,1.0.0,4.4 and up
JackThreads: Men's Shopping,SHOPPING,4,13085,2.7,"1,000,000+",Free,0,Teen,Shopping,8-Nov-17,5.1,4.0.3 and up
Sago Mini Friends,FAMILY,4.4,13155,83,"1,000,000+",Free,0,Everyone,Education;Pretend Play,16-Jun-16,1.3,4.0.3 and up
AK Interactive,FAMILY,4.3,734,13,"10,000+",Free,0,Everyone,Entertainment,12-Jul-18,2.5,4.0 and up
DW Audio,FAMILY,4.9,38,5,"1,000+",Free,0,Everyone,Education,16-Jun-17,0.9.0,4.1 and up
FE Connect Drive-Tech,BUSINESS,NaN,0,20,100+,Free,0,Everyone,Business,12-Feb-18,1.2.1.0,4.1 and up
Lite Messenger for Facebook Lite,SOCIAL,3.8,108,2.8,"10,000+",Free,0,Teen,Social,28-May-18,3.1,4.2 and up
Messenger for SMS,COMMUNICATION,4.3,125257,17,"10,000,000+",Free,0,Teen,Communication,6-Jun-18,1.8.9,4.1 and up
Sherbourne AH,MEDICAL,NaN,1,29,50+,Free,0,Everyone,Medical,27-Feb-18,300000.0.98,4.0.3 and up
BakaReader EX,BOOKS_AND_REFERENCE,4.3,8894,2.3,"100,000+",Free,0,Everyone,Books & Reference,23-Jul-18,1.1.51,4.0 and up
BX Memo,FAMILY,4.3,131,2,"5,000+",Free,0,Everyone,Education,17-Nov-16,3.3.1,2.2 and up
To Do List,PRODUCTIVITY,4.7,253155,3.5,"5,000,000+",Free,0,Everyone,Productivity,19-Mar-18,3.0.17,4.0 and up
Angry Birds Rio,GAME,4.4,2610328,46,"100,000,000+",Free,0,Everyone,Arcade,3-Jul-18,2.6.9,4.1 and up
Kiss Me! Lip Kissing Test,FAMILY,3.5,191,5,"50,000+",Free,0,Everyone,Entertainment,18-May-18,5,4.1 and up
IHSS Help,MEDICAL,4.7,10,4.3,"1,000+",Free,0,Everyone,Medical,5-Jun-18,1,5.0 and up
The CW TN app 2018,FAMILY,2.2,54,4.3,"10,000+",Free,0,Everyone,Entertainment,30-Apr-18,1,3.2 and up
tv-ec,FAMILY,NaN,1,3.4,50+,Free,0,Everyone,Entertainment,7-Apr-18,8.1,4.0.3 and up
Gunship Modern Combat 3D,GAME,4.2,3247,26,"500,000+",Free,0,Teen,Action,25-Jul-17,1.05,2.3 and up
DM Collection,SHOPPING,NaN,3,1.2,100+,Free,0,Everyone,Shopping,25-Jun-15,1.1,2.2 and up
Diabetes Connect,MEDICAL,4.5,4027,8.4,"100,000+",Free,0,Everyone,Medical,10-Oct-17,2.4.1,4.0 and up
Toy Battle Z,FAMILY,4.1,133,48,"10,000+",Free,0,Everyone,Casual,23-Jul-18,1.0.4,4.0 and up
ROBLOX,GAME,4.5,4449910,67,"100,000,000+",Free,0,Everyone 10+,Adventure;Action & Adventure,31-Jul-18,2.347.225742,4.1 and up
Theme fo Oppo A30 Wallpaper & Icon,BUSINESS,NaN,7,1.3,500+,Free,0,Everyone,Business,18-Aug-17,1.0.0,2.3.3 and up
Innovative: Learn 34 Languages,EDUCATION,4.5,14206,21,"500,000+",Free,0,Everyone,Education,26-Jul-18,1.16,3.0 and up
Don't Starve: Pocket Edition,GAME,4.4,17988,7.9,"100,000+",Paid,$4.99,Teen,Adventure,25-Jul-18,1.06,5.0 and up
dk Verk,BUSINESS,4.4,9,31,500+,Free,0,Everyone,Business,14-Mar-18,2.0.14,4.1 and up
Pregnant Mom ER Emergency Doctor Hospital Games,FAMILY,4,325,27,"50,000+",Free,0,Everyone,Educational,12-Jun-18,1.2,4.1 and up
SDA Sabbath School Quarterly,BOOKS_AND_REFERENCE,4.7,14773,6.4,"500,000+",Free,0,Everyone,Books & Reference,9-Oct-17,4.1.92,3.0 and up
Home Workout - No Equipment,HEALTH_AND_FITNESS,4.8,428156,15,"10,000,000+",Free,0,Everyone,Health & Fitness,28-Jun-18,Varies with device,Varies with device
AW Toolbox,BUSINESS,NaN,3,13,100+,Paid,$19.90,Everyone,Business,22-Dec-16,1.6.2,4.0 and up
ExDialer PRO Key,COMMUNICATION,4.5,5474,0.017,"100,000+",Paid,$3.99,Everyone,Communication,15-Jan-14,81,2.1 and up
British Airways,TRAVEL_AND_LOCAL,4.2,25726,51,"1,000,000+",Free,0,Everyone,Travel & Local,24-Jul-18,4.2,4.4 and up
Nextdoor - Local neighborhood news & classifieds,SOCIAL,4.3,51504,20,"5,000,000+",Free,0,Teen,Social,25-Jul-18,2.69,5.0 and up
Spine- The dating app,DATING,5,5,9.3,500+,Free,0,Teen,Dating,14-Jul-18,4,4.0.3 and up
TED,EDUCATION,4.6,181893,18,"10,000,000+",Free,0,Everyone 10+,Education,27-Jul-18,3.2.5,4.1 and up
Free Resume Builder – CV Maker,BUSINESS,4.4,25,12,"5,000+",Free,0,Everyone,Business,9-Jun-18,1.5,4.4 and up
Music - Mp3 Player,VIDEO_PLAYERS,4.4,259605,3.1,"10,000,000+",Free,0,Everyone,Video Players & Editors,3-Aug-18,1.6.1,4.0.3 and up
The EU Relocation Programme,FAMILY,NaN,27,12,"1,000+",Free,0,Everyone,Education,28-Jul-16,1,4.0 and up
Mobile Legends: Bang Bang,GAME,4.4,8219586,99,"100,000,000+",Free,0,Teen,Action,24-Jul-18,1.2.97.3042,4.0.3 and up
